Object ID;Bike Route Name;Street Name;Bikeway Type;Subtype;Status;Street Segment Type;Overall Direction;Bikeway Direction;Vehicle Direction;Speed Limit;Surface Type;AAA Network;AAA Segment;W/N Bound Type;E/S Bound Type;Snow Removal;Segment Length;Year of Construction;Construction Note;Upgrade Year;Notes;Geom
164699;Smithe;Smithe;Protected Bike Lanes;SL;Active;Arterial;EW;OW;OW;50;Paved;YES;YES;Protected Bike Lanes;;Yes;49.80828526;2016;;2020;;"{""coordinates"": [[-123.11654524588734, 49.27715596482469], [-123.11703212054961, 49.27747102381752]], ""type"": ""LineString""}"
164704;Ridgeway;Narvaez Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;178.63049754;2013;add paint (2015)at 33rd?;;;"{""coordinates"": [[-123.15988193349665, 49.24219425767721], [-123.16153276771338, 49.24338322086548]], ""type"": ""LineString""}"
164711;Burrard Bridge;Burrard Bridge;Protected Bike Lanes;SL;Active;Arterial;NS;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;11.04567554;1990;Ped shared to protected E-2010. protected 2016/7;2016;;"{""coordinates"": [[-123.13578749770508, 49.27583531453194], [-123.13592337397372, 49.27579094882224]], ""type"": ""LineString""}"
164712;Alberni;Alberni;Painted Lanes;NB;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;160.87496417;2009;Green paint 2013;2013;;"{""coordinates"": [[-123.1312260868576, 49.29014462246353], [-123.1327990111331, 49.2911622179139], [-123.13279903456996, 49.29116223947534]], ""type"": ""LineString""}"
164715;49th Ave;W 49th Ave;Painted Lanes;PBPT;Active;Sec Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;29.00545679;2007;ash to Cambie-2013.2014-wide paint;2014;;"{""coordinates"": [[-123.11739096894681, 49.226148015308404], [-123.1177886925352, 49.2261628403337]], ""type"": ""LineString""}"
164716;49th Ave;W 49th Ave;Painted Lanes;PBPT;Active;Sec Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;114.43831063;2007;ash to Cambie-2013.2014-wide paint;2014;;"{""coordinates"": [[-123.12358681886727, 49.226378068028964], [-123.1251560547253, 49.226436016229336]], ""type"": ""LineString""}"
164722;Portside;Wall;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;63.52038797;1999;Year const -source unknown;;;"{""coordinates"": [[-123.04405516055434, 49.291053154716515], [-123.04405512478726, 49.29105314213688], [-123.04403963211135, 49.29104764750125], [-123.04394543666677, 49.29101424654802], [-123.04383857879702, 49.290972102527874], [-123.04373466550787, 49.29092690523599], [-123.04363403786014, 49.29087864915444], [-123.04353681008523, 49.290827424200174], [-123.0434433220259, 49.290773409257696], [-123.04339623040421, 49.290743565714], [-123.04335368782935, 49.29071660519272]], ""type"": ""LineString""}"
164724;Cambie;Cambie;Protected Bike Lanes;SL;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Shared Lanes;Yes;42.94302561;2016;width from 500 cambie;;;"{""coordinates"": [[-123.1087773767984, 49.28431923066763], [-123.1089359941425, 49.283947148788876]], ""type"": ""LineString""}"
164733;Off-Broadway;W 7th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;89.93541023;1994;year const- Peter Stary;;;"{""coordinates"": [[-123.14445722510578, 49.26544307270475], [-123.14569300822615, 49.26546337129845]], ""type"": ""LineString""}"
164738;Off-Broadway;W 8th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;221.15757018;1994;year const- Peter Stary;;;"{""coordinates"": [[-123.20599895354316, 49.26553320602562], [-123.20903793448417, 49.26558043280398]], ""type"": ""LineString""}"
164739;Seaside;Point Grey Rd;Protected Bike Lanes;SL;Active;Off-street;EW;BD;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;179.00736854;2014;4-4.5m width per 2700blk P.Grey;;;"{""coordinates"": [[-123.16622884818746, 49.272210881093976], [-123.16517711110875, 49.27262933827425], [-123.1651492504665, 49.27264148203312], [-123.16444679152983, 49.272947665690005], [-123.16434567769089, 49.273168558818085]], ""type"": ""LineString""}"
164740;10th Ave;E 10th Ave;Protected Bike Lanes;SL;Active;Off-street;EW;2W;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;47.32338214;2004;2009- seperated from pedestrians;2009;;"{""coordinates"": [[-123.07945362427951, 49.26144675636716], [-123.07880326246755, 49.26144140886034]], ""type"": ""LineString""}"
164742;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;178.50131405;2003;;;;"{""coordinates"": [[-123.08465326610852, 49.238237819238414], [-123.0846057369879, 49.239843179409846]], ""type"": ""LineString""}"
164743;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;25.75848598;2003;;;;"{""coordinates"": [[-123.08474315337317, 49.236254234939686], [-123.0847384176548, 49.23642494752814], [-123.08471676000305, 49.23645801015311], [-123.08470171869784, 49.23648097435572]], ""type"": ""LineString""}"
164744;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;93.3784083;2012;;;;"{""coordinates"": [[-123.07410633663825, 49.23766078641964], [-123.07410635033258, 49.23766075762607], [-123.07412992001925, 49.23694412723811], [-123.07413396546484, 49.236821021093846]], ""type"": ""LineString""}"
164757;42nd Ave;W 42nd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;133.69034224;2009;;;;"{""coordinates"": [[-123.10632040750356, 49.23224755253543], [-123.10632045832828, 49.232247553388206], [-123.10815603974847, 49.23228137258422]], ""type"": ""LineString""}"
164758;Pacific;Quebec;Protected Bike Lanes;SL;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Painted Lanes;Yes;46.2845973;2013;;;;"{""coordinates"": [[-123.10228592357036, 49.27660198710254], [-123.10235126536325, 49.27656040386789], [-123.10248684334209, 49.27648404859787], [-123.10277892580686, 49.276339430824045]], ""type"": ""LineString""}"
164762;Cardero;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;14.35159826;2009;pre-2009;;;"{""coordinates"": [[-123.12862748856978, 49.29186574649209], [-123.12862651783487, 49.29186581953389], [-123.12843139708389, 49.29188041532369]], ""type"": ""LineString""}"
164766;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.21775326;2003;;;;"{""coordinates"": [[-123.08382675494451, 49.250458438229195], [-123.0838267536298, 49.25045847331154], [-123.0838107375655, 49.25091003624818]], ""type"": ""LineString""}"
164776;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;35.30904094;2003;;;;"{""coordinates"": [[-123.08334755409926, 49.26025608764415], [-123.08334754454535, 49.26025612722996], [-123.08333992510079, 49.260573660044756]], ""type"": ""LineString""}"
164777;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;30.96027009;2003;;;;"{""coordinates"": [[-123.0833848263553, 49.258486316707554], [-123.08337901755903, 49.25876478480594]], ""type"": ""LineString""}"
164779;Cambie;Cambie;Protected Bike Lanes;SL;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Shared Lanes;Yes;35.79145577;2016;width from 500 cambie;;;"{""coordinates"": [[-123.10898665061072, 49.283828814479214], [-123.10911899996229, 49.28351872484975]], ""type"": ""LineString""}"
164781;Burrard;Burrard;Protected Bike Lanes;SL;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Painted Lanes;Protected Bike Lanes;Yes;49.1800284;2016;;;;"{""coordinates"": [[-123.14549913453304, 49.27066098517286], [-123.14552117848491, 49.270218837168784]], ""type"": ""LineString""}"
164787;BC Parkway;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;80.15137996;1986;;;;"{""coordinates"": [[-123.0620564219471, 49.260651052738], [-123.06205642325948, 49.2606510032636], [-123.06206963269966, 49.25993012636142]], ""type"": ""LineString""}"
164788;BC Parkway;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;46.4350122;1986;;;;"{""coordinates"": [[-123.06206963269966, 49.25993012636142], [-123.0620772862891, 49.25951246382876]], ""type"": ""LineString""}"
164791;BC Parkway;Lane S of  E 13th Ave;Local Street;;Active;Lane;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;31.95440823;1986;;;;"{""coordinates"": [[-123.06446162013621, 49.2581641899206], [-123.06403798610529, 49.258161023511825], [-123.06402249609617, 49.25816090526377]], ""type"": ""LineString""}"
164798;Midtown;W 39th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;103.65242655;1998;;;;"{""coordinates"": [[-123.19232066785884, 49.23645847988374], [-123.19301848179802, 49.23646052558116], [-123.19374453341084, 49.236462478331454]], ""type"": ""LineString""}"
164800;Midtown;W 39th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;55.8159816;1998;;;;"{""coordinates"": [[-123.18604358124728, 49.23644032887084], [-123.18605908926105, 49.23644038575191], [-123.18681032092881, 49.23644249264611]], ""type"": ""LineString""}"
164802;SW Marine;SW Marine Drive;Painted Lanes;NB;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;43.5112501;1997;upgrade to wide paint;2017;;"{""coordinates"": [[-123.19618635001368, 49.234584195903054], [-123.19671115789838, 49.23477150221632]], ""type"": ""LineString""}"
164807;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;257.86418298;1997;upgrade to wide paint;2017;;"{""coordinates"": [[-123.15853579833382, 49.219579571787456], [-123.15855806724909, 49.21965225364927], [-123.15856083877705, 49.21966609087841], [-123.15856394159427, 49.21968175009596], [-123.15856509058, 49.21968848688112], [-123.15856670264165, 49.21969703198088], [-123.15856728237425, 49.21970053574515], [-123.15856728797371, 49.219700569019984], [-123.15856808774589, 49.219705031378815], [-123.15857039681462, 49.21971896819049], [-123.15857097431984, 49.21972220479805], [-123.15857224746969, 49.2197308367176], [-123.15857352582523, 49.21973937867717], [-123.15857353145344, 49.21973942094724], [-123.1585746815571, 49.219747793971656], [-123.15857468716806, 49.21974783084462], [-123.15857595260606, 49.21975705646298], [-123.1585759568409, 49.21975709243823], [-123.1585771146404, 49.21976572451601], [-123.15857816142984, 49.219773996935075], [-123.15857816567619, 49.21977403650848], [-123.15857932261801, 49.21978325867758], [-123.15858036520457, 49.219791934090765], [-123.15858037084719, 49.2197919808585], [-123.15858130041683, 49.21980052779438], [-123.1585822257577, 49.21980904055395], [-123.15858222858762, 49.21980906663637], [-123.15858294254164, 49.21981760847104], [-123.15858378008481, 49.21982614923654], [-123.15858451545506, 49.21983537558234], [-123.15858570563745, 49.21985026473031], [-123.15858588444213, 49.21985249891171], [-123.15858659383663, 49.21986176127421], [-123.15858706271916, 49.21986967557491], [-123.15858706419311, 49.21986970705637], [-123.15858744087173, 49.21987884753991], [-123.15858803287091, 49.219887471398884], [-123.15858831171887, 49.21989607949626], [-123.15858955967605, 49.219935890879476], [-123.15858967300767, 49.21993955090213], [-123.1585897006329, 49.21994818453107], [-123.1585897302729, 49.21995744782669], [-123.15858975761033, 49.219965991503294], [-123.15858967119028, 49.21997417552497], [-123.1585895713001, 49.21997814977552], [-123.15858856608389, 49.220018064998634], [-123.15858319556243, 49.22014819624748], [-123.15857942312769, 49.220239586241206], [-123.15855948926648, 49.22070759285121], [-123.15855640830628, 49.22077991639917], [-123.1585334121022, 49.2213202086959], [-123.15853329243582, 49.221325301085244], [-123.15853318469522, 49.221329828554964], [-123.1585331360686, 49.22133308760982], [-123.15853300516234, 49.22133981805412], [-123.15853303738284, 49.221349890918695], [-123.15853328910359, 49.22136032239347], [-123.15853329060063, 49.22136036107109], [-123.15853377391257, 49.2213702084347], [-123.1585342596367, 49.22138038052436], [-123.15853508156195, 49.2213909020688], [-123.15853601847893, 49.22140088014084], [-123.1585363316, 49.22140388863053], [-123.15853708347369, 49.22141140045206], [-123.1585395224175, 49.22142856548616], [-123.15853986507219, 49.22143136164682], [-123.15854129300891, 49.221439428448456], [-123.1585416945633, 49.22144174777862], [-123.15854170294689, 49.22144179274349], [-123.15854355419344, 49.221451681406755], [-123.15854551151472, 49.221461673370044], [-123.15854780940288, 49.221472091241885], [-123.15855021567018, 49.221482044808695], [-123.15855022262004, 49.221482070885436], [-123.15855263132407, 49.22149192729986], [-123.15855263417426, 49.22149195967895], [-123.15855550447048, 49.22150229670694], [-123.15855655951688, 49.221505842095546], [-123.15855846947078, 49.221512187439224], [-123.15855976310613, 49.22151647730904], [-123.15856155921075, 49.22152243511257], [-123.15856370330485, 49.221528563348656], [-123.15856496886855, 49.22153223438204], [-123.15856682107544, 49.221537699167456], [-123.1585683032788, 49.22154212190837], [-123.1585695496032, 49.22154535939587], [-123.15856956068163, 49.2215453881655], [-123.15857561423321, 49.2215617179727], [-123.15857792542643, 49.22156727747768], [-123.15858839239733, 49.22159164839787], [-123.15859751329641, 49.221610791312564], [-123.1585999073529, 49.22161563647853], [-123.1586126674408, 49.22163990979754], [-123.15861791479541, 49.22164934403228], [-123.15861794241384, 49.221649391669324], [-123.15862357352376, 49.221659014277634], [-123.15862359561733, 49.22165905202745], [-123.1586291581281, 49.22166826544474], [-123.15862918160079, 49.22166830499171], [-123.15863495893471, 49.22167770161723], [-123.15863498378067, 49.221677741162345], [-123.15864112848593, 49.22168735586822], [-123.1586472731271, 49.22169652081015], [-123.15865364522797, 49.221705955297566], [-123.1586605629784, 49.22171552936139], [-123.15866059056518, 49.22171556710365], [-123.15866695184522, 49.22172419382958], [-123.1586737762768, 49.22173335783626], [-123.15869823655926, 49.22176393875085], [-123.1587026534726, 49.22176920211432], [-123.15871059471786, 49.22177846173336], [-123.15871655168327, 49.2217851919086], [-123.1587184578544, 49.22178734455719], [-123.15871850058215, 49.221787393073015], [-123.15872642481406, 49.22179605542808], [-123.15872974575522, 49.2217995779118], [-123.15873458789004, 49.221804682372884], [-123.15874288141774, 49.22181330464018], [-123.15875118289705, 49.221821836043695], [-123.15876409953744, 49.22183449353251], [-123.15876866861522, 49.2218388103814], [-123.1587775025798, 49.22184722771062], [-123.15877752875026, 49.221847251961925], [-123.15879162006989, 49.22186006255165]], ""type"": ""LineString""}"
164808;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;34.00149297;1997;upgrade to wide paint;2017;;"{""coordinates"": [[-123.1544055578953, 49.21513680219723], [-123.15466477240494, 49.215391183865584]], ""type"": ""LineString""}"
164815;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;14.03158861;1998;cambie intrsc-2007;;;"{""coordinates"": [[-123.11170200448747, 49.23707462438324], [-123.11189328951114, 49.237059064591435]], ""type"": ""LineString""}"
164822;45th Ave;E 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;17.35938613;2013;;;;"{""coordinates"": [[-123.08131550959072, 49.22906503828483], [-123.08131554941195, 49.229065031960104], [-123.08155389439972, 49.2290680887408]], ""type"": ""LineString""}"
164826;Ridgeway;Vine;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;52.57945532;2013;;;;"{""coordinates"": [[-123.15968235164664, 49.24126109554071], [-123.15966407610448, 49.24173390809561]], ""type"": ""LineString""}"
164828;Balaclava;Puget Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;56.46266972;2009;;;;"{""coordinates"": [[-123.17506761174457, 49.25418180579302], [-123.17541517715958, 49.254635854069164], [-123.17541518964855, 49.25463588823204]], ""type"": ""LineString""}"
164829;Valley;Valley Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;373.96179641;2008;;;;"{""coordinates"": [[-123.15237008334222, 49.24475100492643], [-123.15237003792768, 49.2447509806992], [-123.15103851528296, 49.243865880500444], [-123.15100936108605, 49.24384614437781], [-123.15098073638524, 49.243826126904274], [-123.15095269039692, 49.24380574795837], [-123.15093780415705, 49.24379451346433], [-123.1509251929089, 49.24378501207754], [-123.1508981974685, 49.24376400477764], [-123.15087183595418, 49.2437427204897], [-123.15087180840759, 49.24374269803756], [-123.15087140482004, 49.24374235944409], [-123.15084593913399, 49.24372108027689], [-123.15082072711213, 49.24369917560375], [-123.15079607069728, 49.24367699224691], [-123.15077199186877, 49.24365452927852], [-123.1507485772643, 49.24363181357159], [-123.15074854832473, 49.243631784824544], [-123.15074741551025, 49.24363064750538], [-123.15072562346641, 49.2436088193057], [-123.15070346710255, 49.243585553238255], [-123.15070344642558, 49.243585530777146], [-123.15068185126071, 49.243562018403395], [-123.15067640561372, 49.24355586646533], [-123.15066083392077, 49.24353830557759], [-123.15064050668458, 49.24351426711991], [-123.15064047634937, 49.243514231178466], [-123.15063058060379, 49.243502196756864], [-123.15014242621766, 49.24290199603484], [-123.14943268725193, 49.242029302012305], [-123.14943264872147, 49.242029281373085]], ""type"": ""LineString""}"
164830;Valley;Valley Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;87.43459273;2008;;;;"{""coordinates"": [[-123.15334347005029, 49.24520322633005], [-123.15303361694863, 49.24509445659446], [-123.15299790527592, 49.24508156064669], [-123.15298299559575, 49.245075910692826], [-123.15296172121067, 49.245067848545794], [-123.15294471184977, 49.245061212790304], [-123.15292565146537, 49.24505377647265], [-123.15289019731273, 49.2450392736012], [-123.15289014641304, 49.24503925297948], [-123.15288683772908, 49.24503784690488], [-123.15285497799103, 49.24502428196678], [-123.15283417857103, 49.24501517931826], [-123.15282014949203, 49.245009039736985], [-123.15278588706137, 49.244993346086616], [-123.15275184859388, 49.244977203267645], [-123.15271837647865, 49.24496070077995], [-123.15268534706142, 49.244943838787435], [-123.15267559817065, 49.24493869200304], [-123.15265267513874, 49.2449266111064], [-123.15263546752776, 49.2449171411679], [-123.15262055830857, 49.244908936519025], [-123.15258889130187, 49.244890985174756], [-123.15255768214617, 49.2448726869005], [-123.15253964950503, 49.2448616510667], [-123.15252703491993, 49.2448539309178], [-123.15249684030414, 49.244834910769036], [-123.15246800669958, 49.24481614607992], [-123.15237008334222, 49.24475100492643]], ""type"": ""LineString""}"
164837;Kerr;Kerr;Painted Lanes;NB;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;115.94942137;2009;;;;"{""coordinates"": [[-123.04120855605846, 49.221723595195094], [-123.04120855465372, 49.22172355741546], [-123.04121379015623, 49.22162174978393], [-123.04123831894441, 49.22116001741247], [-123.04126395229557, 49.22068123046938]], ""type"": ""LineString""}"
164839;Seaside;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;2W;Off Street;;Unpaved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;623.79438337;1990;;;;"{""coordinates"": [[-123.21549766048703, 49.27640313440733], [-123.21549773334401, 49.276403132472424], [-123.21638496189316, 49.276559695330356], [-123.21692951824478, 49.27655622307759], [-123.21730387892612, 49.27655382945257], [-123.21889261424342, 49.2767137048641], [-123.22196068696793, 49.27733001353162], [-123.22226774414894, 49.277447055215845], [-123.22253021137374, 49.277547097396756], [-123.22377925493018, 49.27766590527729]], ""type"": ""LineString""}"
164840;Seaside;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;2W;Off Street;;Unpaved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;228.20811806;1990;;;;"{""coordinates"": [[-123.20869962387427, 49.27489397053179], [-123.20966351340878, 49.274915831640435], [-123.20972013906027, 49.27491711593697], [-123.21044102860917, 49.275030606437376], [-123.21097385674693, 49.27511448646625], [-123.21172562064878, 49.275339553732316]], ""type"": ""LineString""}"
164842;Seaside;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;2W;Off Street;;Unpaved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;61.06339971;1990;;;;"{""coordinates"": [[-123.21508446121503, 49.27598541011121], [-123.21506583547968, 49.27603793533321], [-123.21512710833782, 49.27623306734272], [-123.21549766048703, 49.27640313440733]], ""type"": ""LineString""}"
164846;Dunbar;Dunbar;Shared Lanes;;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;71.38350506;2010;;;;"{""coordinates"": [[-123.18537589059028, 49.232859973458545], [-123.18537589318937, 49.23285993387525], [-123.18539325292053, 49.23221796294166]], ""type"": ""LineString""}"
164847;Dunbar;Dunbar;Shared Lanes;;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;63.99648348;2010;;;;"{""coordinates"": [[-123.18539325292053, 49.23221796294166], [-123.18540825089556, 49.23164238344644]], ""type"": ""LineString""}"
164849;Ontario;Ontario;Protected Bike Lanes;SL;Active;Residential;NS;2W;2W;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;52.72750701;1995;LSB to PBL 2014;2014;;"{""coordinates"": [[-123.10600633518362, 49.224330971429055], [-123.10602183137391, 49.22385678245994]], ""type"": ""LineString""}"
164850;Ontario;Ontario;Protected Bike Lanes;SL;Active;Residential;NS;2W;2W;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;52.62115929;1995;LSB to PBL 2014;2014;;"{""coordinates"": [[-123.1059741216704, 49.22527774380931], [-123.10599045554137, 49.22480452384388]], ""type"": ""LineString""}"
164854;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;49.80737348;1995;year const- Peter Stary;;;"{""coordinates"": [[-123.10503219664672, 49.25981517610967], [-123.10505265859626, 49.25936734885692]], ""type"": ""LineString""}"
164859;Midtown;E 38th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;44.69447814;1998;;;;"{""coordinates"": [[-123.05425301216702, 49.235874367804726], [-123.05363907096526, 49.235870871994756]], ""type"": ""LineString""}"
164861;Midtown;E 38th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;189.42285073;1998;;;;"{""coordinates"": [[-123.05808589752229, 49.23589390388999], [-123.05548388873477, 49.2358806915453]], ""type"": ""LineString""}"
164864;Comox-Helmcken;Comox;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;140.62785264;2013;;;;"{""coordinates"": [[-123.1426328438886, 49.29056919758572], [-123.14125765564663, 49.289679799547955]], ""type"": ""LineString""}"
164868;Masumi Mitsui Greenway;E 59th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;211.41676466;2013;;;;"{""coordinates"": [[-123.10552099110106, 49.21680634796048], [-123.10261873841439, 49.21676231501073], [-123.10261867526204, 49.216762321363575]], ""type"": ""LineString""}"
164872;Masumi Mitsui Greenway;E 59th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;45.31034337;2012;;;;"{""coordinates"": [[-123.09100029964642, 49.21655718928956], [-123.09037829663411, 49.21654742301123]], ""type"": ""LineString""}"
164873;Yukon;W 4th Ave;Painted Lanes;PBP;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;50.31902513;2012;;;BPB northbound, NB southbound;"{""coordinates"": [[-123.1128071270886, 49.26527311903144], [-123.11280711187268, 49.26527307676884], [-123.11282761482394, 49.26482068973825]], ""type"": ""LineString""}"
164878;45th Ave;W 46th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;26.81589759;2011;;;;"{""coordinates"": [[-123.1274807600716, 49.22927620663008], [-123.12784855594201, 49.2292890519841]], ""type"": ""LineString""}"
164884;Rupert;Rupert;Painted Lanes;PBP;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;54.50053412;2018;;;;"{""coordinates"": [[-123.03377496207219, 49.25773908608113], [-123.0337749967495, 49.25773351263699], [-123.03377824055403, 49.257248846886256]], ""type"": ""LineString""}"
164885;Alder;Alder;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;51.19935567;2018;;;;"{""coordinates"": [[-123.13142767260659, 49.261596392181254], [-123.13142786728822, 49.26159103441253], [-123.13144477061479, 49.26113597985709]], ""type"": ""LineString""}"
164887;14th Ave;W 14th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;172.23863805;2017;;;;"{""coordinates"": [[-123.12199780662729, 49.25864359414761], [-123.12436421372406, 49.25868149568485]], ""type"": ""LineString""}"
164890;Alexander;Alexander;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;178.84245236;2018;;;;"{""coordinates"": [[-123.08941089134262, 49.28390766834711], [-123.08939519483684, 49.28390734677048], [-123.08825126445173, 49.28388384196741], [-123.08705269277937, 49.28355633643999]], ""type"": ""LineString""}"
164891;Midtown/Ridgeway;E 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;24.10359756;1998;;;;"{""coordinates"": [[-123.08863879057763, 49.236530453023576], [-123.08830781015155, 49.23652430818296]], ""type"": ""LineString""}"
164897;Cambie;Cambie;Protected Bike Lanes;SL;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Shared Lanes;Yes;61.80658452;2016;width from 500 cambie;;;"{""coordinates"": [[-123.10954633718232, 49.2825114095369], [-123.10977382232373, 49.28197573775181]], ""type"": ""LineString""}"
164902;Ridgeway;Discovery;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;48.21314992;2013;;;;"{""coordinates"": [[-123.20296232889673, 49.26548597613534], [-123.20297660472055, 49.26505239095895]], ""type"": ""LineString""}"
164905;4th Ave;W 4th Ave;Painted Lanes;NB;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;29.56392058;2006;;;;"{""coordinates"": [[-123.2028574367743, 49.268264770756055], [-123.20316253526049, 49.26830413652528], [-123.20325477148293, 49.26832010540782]], ""type"": ""LineString""}"
164906;Ridgeway;W 18th Ave;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;82.76570087;2013;;;;"{""coordinates"": [[-123.18688891839443, 49.25649055876629], [-123.18575152048832, 49.25648626815445]], ""type"": ""LineString""}"
164908;Quebec;Quebec;Protected Bike Lanes;SL;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;20.25973497;2013;;;;"{""coordinates"": [[-123.10213129515682, 49.27698985413983], [-123.10213312410791, 49.276807618170565]], ""type"": ""LineString""}"
